MONTHS_AS_CUSTOMER,AGE,POLICY_STATE,POLICY_CSL,POLICY_DEDUCTIBLE,POLICY_ANNUAL_PREMIUM,UMBRELLA_LIMIT,INSURED_SEX,INSURED_EDUCATION_LEVEL,INSURED_OCCUPATION,INSURED_RELATIONSHIP,POLICY_TENURE_MONTHS,POLICY_BIND_YEAR,INCIDENT_TYPE,COLLISION_TYPE,INCIDENT_SEVERITY,AUTHORITIES_CONTACTED,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,NUMBER_OF_VEHICLES_INVOLVED,PROPERTY_DAMAGE,BODILY_INJURIES,WITNESSES,POLICE_REPORT_AVAILABLE,CAPITAL_GAINS,CAPITAL_LOSS,TOTAL_CLAIM_AMOUNT,INJURY_CLAIM,PROPERTY_CLAIM,VEHICLE_CLAIM,CLAIM_TO_PREMIUM_RATIO,AUTO_MAKE,AUTO_MODEL,AUTO_YEAR,VEHICLE_AGE,INCIDENT_YEAR,INCIDENT_MONTH,SEVERITY_SCORE,FRAUD_FLAG
271,42,IL,100/300,500,1515.30,0,FEMALE,High School,machine-op-inspct,not-in-family,298,1990,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,21,3,NO,1,0,NO,0,0,93720,17040,8520,68160,61.85,Mercedes,ML350,2005,10,2015,1,4,0
80,25,IL,100/300,2000,1075.18,5000000,FEMALE,PhD,armed-forces,husband,35,2012,Vehicle Theft,,Minor Damage,None,OH,Northbrook,5,1,NO,2,0,YES,67700,-58400,6930,1260,630,5040,6.45,Toyota,Highlander,2001,14,2015,2,1,0
325,47,IN,500/1000,1000,1690.27,0,FEMALE,Associate,protective-serv,not-in-family,107,2006,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,11,1,YES,0,3,NO,61500,0,72930,6630,6630,59670,43.15,Dodge,RAM,2006,9,2015,1,3,1
29,25,IL,250/500,2000,1352.83,0,MALE,Masters,farming-fishing,own-child,2,2014,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,4,4,YES,1,2,YES,0,-71700,64890,7210,7210,50470,47.97,Nissan,Pathfinder,2013,2,2015,1,1,1
295,48,OH,250/500,1000,1148.73,0,FEMALE,College,machine-op-inspct,wife,68,2009,Parked Car,,Trivial Damage,None,WV,Columbus,6,1,,1,2,YES,0,0,5400,900,900,3600,4.70,Saab,95,1999,16,2015,2,2,0
239,42,IL,100/300,1000,969.50,0,MALE,College,exec-managerial,not-in-family,184,1999,Vehicle Theft,,Trivial Damage,None,NC,Northbrook,10,1,NO,0,0,,0,0,5600,700,700,4200,5.78,Audi,A3,2007,8,2015,1,2,0
269,41,IN,100/300,500,1463.82,0,FEMALE,College,protective-serv,not-in-family,291,1990,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,23,1,YES,0,0,,0,-72300,79300,15860,15860,47580,54.17,Saab,92x,2007,8,2015,1,1,0
80,27,IL,100/300,1000,1474.17,0,FEMALE,College,tech-support,unmarried,222,1996,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,13,1,YES,1,0,YES,0,0,52800,10560,5280,36960,35.82,Saab,95,2004,11,2015,2,3,0
279,41,IL,250/500,500,1497.35,0,FEMALE,JD,prof-specialty,husband,163,2001,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,16,3,,2,3,NO,37300,-31700,28800,0,3600,25200,19.23,Ford,Fusion,2013,2,2015,1,1,0
165,33,OH,100/300,1000,1427.14,0,FEMALE,Associate,tech-support,other-relative,95,2007,Parked Car,,Minor Damage,Police,WV,Northbend,3,1,NO,1,1,NO,35300,-58100,2970,330,330,2310,2.08,Toyota,Highlander,2008,7,2015,2,1,0
350,54,OH,500/1000,500,1495.10,0,MALE,College,other-service,wife,16,2013,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,15,3,NO,0,0,,50500,0,93480,15580,7790,70110,62.52,Chevrolet,Malibu,2014,1,2015,2,4,0
295,49,IL,100/300,500,1141.62,0,MALE,College,prof-specialty,husband,271,1992,Vehicle Theft,,Minor Damage,None,WV,Columbus,4,1,YES,1,3,YES,34300,-24300,4320,480,480,3360,3.78,Mercedes,E400,2002,13,2015,1,1,0
464,61,OH,500/1000,1000,1125.37,0,FEMALE,Associate,prof-specialty,husband,291,1990,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,6,3,,0,2,YES,0,-56400,79800,6650,19950,53200,70.91,Saab,95,2000,15,2015,1,3,1
118,28,IN,500/1000,2000,1207.36,0,FEMALE,High School,handlers-cleaners,own-child,279,1991,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,22,2,NO,1,0,,0,-57000,74200,7420,14840,51940,61.46,Volkswagen,Passat,1997,18,2015,3,3,0
298,47,IL,500/1000,2000,1338.50,0,FEMALE,PhD,machine-op-inspct,other-relative,195,1998,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,1,1,,0,0,,28800,0,70590,10860,10860,48870,52.74,Saab,93,2000,15,2015,2,3,1
87,31,IN,500/1000,1000,1074.07,0,FEMALE,Masters,sales,husband,67,2009,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,16,3,NO,0,3,YES,0,-47500,60940,5540,11080,44320,56.74,Nissan,Ultima,2006,9,2015,1,3,1
261,42,OH,250/500,500,1337.56,0,FEMALE,College,prof-specialty,unmarried,72,2009,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,18,1,,1,2,YES,0,0,74700,7470,14940,52290,55.85,Dodge,RAM,2010,5,2015,1,1,0
453,60,IN,100/300,500,1298.91,6000000,MALE,PhD,craft-repair,unmarried,142,2003,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,0,1,YES,0,0,,52600,-38800,70000,14000,7000,49000,53.89,Ford,F150,2015,0,2015,1,3,1
210,41,IL,500/1000,500,1222.75,0,MALE,High School,exec-managerial,other-relative,26,2012,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,12,3,,2,0,NO,0,-41000,81070,14740,14740,51590,66.30,BMW,X5,2001,14,2015,1,4,0
168,32,IN,100/300,1000,1059.52,0,MALE,MD,protective-serv,own-child,178,2000,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,13,2,,1,1,,0,-40600,57720,14430,9620,33670,54.48,Saab,93,2007,8,2015,3,3,0
390,51,OH,250/500,2000,1124.38,0,MALE,Associate,armed-forces,other-relative,185,1999,Vehicle Theft,,Minor Damage,None,VA,Northbrook,9,1,YES,1,1,YES,0,0,7080,1180,1180,4720,6.30,Ford,F150,2001,14,2015,2,1,0
258,46,IN,100/300,1000,1110.37,10000000,MALE,MD,machine-op-inspct,other-relative,190,1999,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,14,3,NO,0,1,,34400,-56800,47700,4770,9540,33390,42.96,Accura,MDX,1997,18,2015,1,4,1
107,31,IL,500/1000,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,other-relative,288,1991,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,16,1,NO,0,3,NO,62000,-63100,51260,9320,9320,32620,37.30,Suburu,Legacy,2002,13,2015,2,1,0
225,41,OH,500/1000,2000,1103.58,0,MALE,High School,exec-managerial,unmarried,257,1993,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,20,3,,2,2,NO,41200,-36200,70400,6400,12800,51200,63.79,Toyota,Highlander,2011,4,2015,1,3,1
164,38,IL,250/500,2000,1269.76,0,FEMALE,PhD,transport-moving,not-in-family,207,1997,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4,1,NO,1,3,YES,44300,0,90000,18000,9000,63000,70.88,Ford,Fusion,2015,0,2015,1,1,0
245,39,OH,250/500,500,964.79,8000000,FEMALE,Associate,adm-clerical,husband,166,2001,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,7,3,,0,1,,58000,0,72820,13240,6620,52960,75.48,BMW,3 Series,2010,5,2015,2,1,0
255,41,IL,500/1000,2000,1167.30,4000000,MALE,High School,priv-house-serv,other-relative,25,2013,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,22,1,NO,2,0,,0,0,69300,13860,13860,41580,59.37,Volkswagen,Passat,2000,15,2015,2,1,0
206,36,IL,500/1000,500,1625.45,4000000,FEMALE,MD,other-service,other-relative,66,2009,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,11,1,NO,2,1,NO,0,-53700,76560,12760,12760,51040,47.10,Ford,Fusion,2008,7,2015,1,3,1
203,38,IL,250/500,500,1394.43,0,FEMALE,Masters,other-service,not-in-family,203,1998,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,7,1,,0,1,YES,0,0,55440,0,6160,49280,39.76,Nissan,Maxima,1999,16,2015,1,3,1
22,25,OH,250/500,2000,1053.24,0,FEMALE,College,prof-specialty,other-relative,82,2008,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,0,4,YES,1,0,NO,51100,0,77130,8570,17140,51420,73.23,Accura,MDX,1995,20,2015,1,4,0
211,35,IL,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,not-in-family,222,1996,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,1,1,YES,1,1,,0,0,42000,7000,7000,28000,40.36,BMW,X5,2011,4,2015,2,4,0
206,39,IN,250/500,1000,1302.40,6000000,MALE,JD,craft-repair,unmarried,7,2014,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,12,3,NO,2,3,YES,47200,-69700,36300,3300,9900,23100,27.87,Ford,Escape,2013,2,2015,2,4,0
166,38,IL,100/300,2000,1588.55,0,MALE,MD,protective-serv,unmarried,266,1992,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,8,1,NO,0,0,,59600,-32100,40320,5760,5760,28800,25.38,Suburu,Impreza,2001,14,2015,1,4,0
165,32,IN,500/1000,500,1399.26,0,FEMALE,High School,tech-support,own-child,32,2012,Parked Car,,Minor Damage,Police,PA,Northbrook,9,1,,2,0,,70500,0,3960,330,660,2970,2.83,BMW,M5,1998,17,2015,2,1,0
274,43,OH,100/300,2000,1352.31,0,MALE,College,farming-fishing,wife,165,2001,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,22,1,YES,0,3,YES,40700,-47300,63840,10640,10640,42560,47.21,BMW,X5,2006,9,2015,2,3,1
81,28,IL,250/500,1000,1139.00,6000000,FEMALE,Masters,sales,husband,40,2011,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,0,3,,1,2,,42400,0,44730,4970,4970,34790,39.27,Saab,92x,2000,15,2015,1,3,1
280,45,IN,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,wife,42,2011,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,0,3,YES,1,2,NO,57900,0,84720,14120,14120,56480,60.62,Ford,Escape,1999,16,2015,1,1,0
194,39,IN,250/500,500,823.17,0,MALE,Masters,adm-clerical,own-child,115,2005,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,3,3,,2,2,NO,0,0,61500,6150,12300,43050,74.71,Dodge,RAM,2012,3,2015,2,3,0
112,27,OH,100/300,500,965.13,0,FEMALE,Masters,tech-support,unmarried,112,2005,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,21,3,,0,1,,60000,-54800,51000,8500,8500,34000,52.84,Nissan,Pathfinder,2013,2,2015,2,3,0
24,33,IL,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,wife,228,1996,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,0,1,,2,1,NO,0,-45200,46800,4680,9360,32760,24.34,Jeep,Wrangler,2002,13,2015,1,4,0
93,32,OH,250/500,2000,1624.82,0,MALE,PhD,exec-managerial,unmarried,113,2005,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,16,1,,1,1,,65300,-65600,78120,17360,8680,52080,48.08,BMW,3 Series,2006,9,2015,2,1,0
171,34,IN,250/500,2000,1277.25,0,FEMALE,College,exec-managerial,other-relative,215,1997,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,14,1,NO,1,2,,84900,0,69200,13840,6920,48440,54.18,Volkswagen,Passat,1996,19,2015,1,3,1
200,40,IL,100/300,1000,1439.34,0,FEMALE,High School,sales,other-relative,56,2010,Vehicle Theft,,Minor Damage,Police,VA,Riverwood,9,1,,0,0,NO,45300,-20400,3690,410,410,2870,2.56,Ford,Escape,2015,0,2015,1,1,0
120,28,IL,250/500,1000,1281.27,0,FEMALE,PhD,tech-support,not-in-family,71,2009,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,9,3,NO,0,3,,68900,0,65500,6550,6550,52400,51.12,BMW,X5,2010,5,2015,1,1,0
325,46,IL,500/1000,500,1348.83,0,FEMALE,High School,prof-specialty,wife,19,2013,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,21,3,,1,2,YES,46300,-77500,76120,13840,6920,55360,56.43,Toyota,Camry,1999,16,2015,2,1,0
124,32,IL,250/500,1000,1198.15,0,FEMALE,MD,other-service,not-in-family,272,1992,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,19,3,NO,0,2,YES,0,-43200,73560,12260,12260,49040,61.39,BMW,X5,1995,20,2015,2,4,0
211,35,OH,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,other-relative,202,1998,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,2,1,YES,0,1,,76000,0,52030,9460,4730,37840,42.60,Mercedes,E400,2008,7,2015,1,4,0
287,41,IL,500/1000,2000,968.74,0,MALE,Masters,transport-moving,wife,130,2004,Vehicle Theft,,Trivial Damage,None,SC,Northbrook,9,1,,2,3,,0,-49000,5170,470,940,3760,5.34,Suburu,Forrestor,2001,14,2015,1,2,0
122,34,IN,250/500,1000,1220.71,0,MALE,PhD,machine-op-inspct,own-child,104,2006,Parked Car,,Minor Damage,None,SC,Northbend,5,1,,2,1,YES,58600,-28700,8190,1890,1260,5040,6.71,Chevrolet,Silverado,2013,2,2015,2,1,0
22,29,IN,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,other-relative,248,1994,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,14,1,,2,3,,0,-56200,70800,7080,14160,49560,57.16,Accura,MDX,2012,3,2015,2,3,1
106,31,IL,500/1000,2000,1320.75,0,FEMALE,JD,farming-fishing,wife,204,1998,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,20,3,,0,3,YES,54100,0,45630,5070,5070,35490,34.55,Accura,MDX,2011,4,2015,2,4,0
398,58,OH,100/300,500,990.98,0,FEMALE,Associate,exec-managerial,wife,171,2000,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,18,1,YES,2,1,,0,-57900,99320,7640,15280,76400,100.22,Accura,TL,2002,13,2015,2,3,1
214,41,IL,500/1000,500,1398.51,4000000,MALE,Masters,tech-support,not-in-family,124,2004,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,13,3,,2,0,NO,0,-57100,64000,12800,6400,44800,45.76,BMW,X6,1996,19,2015,2,3,1
209,38,OH,100/300,500,1355.08,0,FEMALE,MD,other-service,other-relative,62,2009,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,21,1,,1,1,,58100,0,47300,4730,4730,37840,34.91,Nissan,Pathfinder,2014,1,2015,1,1,0
82,27,IL,100/300,1000,1384.51,0,MALE,PhD,adm-clerical,not-in-family,221,1996,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,14,1,NO,2,3,,13100,-38200,71680,8960,8960,53760,51.77,Volkswagen,Jetta,2007,8,2015,2,3,1
193,41,OH,250/500,500,847.03,0,FEMALE,JD,craft-repair,not-in-family,235,1995,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,1,1,,1,0,YES,0,0,112320,17280,17280,77760,132.60,Suburu,Impreza,2011,4,2015,2,3,1
134,32,OH,100/300,1000,1000.06,0,FEMALE,PhD,farming-fishing,wife,163,2001,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,17,1,,1,0,,0,0,82720,7520,15040,60160,82.72,Audi,A3,2014,1,2015,1,4,0
288,45,IL,100/300,1000,1046.71,0,MALE,Masters,priv-house-serv,husband,148,2002,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,4,3,,2,1,,0,0,48060,10680,5340,32040,45.92,Mercedes,C300,2009,6,2015,2,3,0
104,32,IN,250/500,500,1158.03,0,MALE,High School,exec-managerial,own-child,210,1997,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,23,3,YES,1,3,YES,31900,-44600,63570,9780,9780,44010,54.89,Volkswagen,Jetta,2006,9,2015,1,4,1
431,54,OH,100/300,1000,1372.27,0,FEMALE,Masters,craft-repair,own-child,242,1994,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,13,3,NO,2,3,,17600,0,63240,10540,10540,42160,46.08,Suburu,Forrestor,1997,18,2015,1,4,0
101,33,OH,100/300,1000,1053.04,7000000,FEMALE,Masters,other-service,own-child,32,2012,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,20,3,NO,1,3,,52000,-44500,54240,9040,9040,36160,51.51,Saab,93,2013,2,2015,2,1,1
375,50,OH,100/300,1000,1275.39,0,MALE,Associate,sales,other-relative,96,2007,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,16,1,YES,2,3,NO,0,0,37280,0,0,37280,29.23,Audi,A5,1996,19,2015,2,3,1
461,61,OH,100/300,2000,1402.75,0,MALE,JD,exec-managerial,husband,116,2005,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,10,3,,2,1,YES,0,0,72100,7210,14420,50470,51.40,Jeep,Wrangler,2006,9,2015,2,1,0
428,59,IN,250/500,500,1344.36,7000000,FEMALE,JD,prof-specialty,other-relative,185,1999,Parked Car,,Minor Damage,None,WV,Northbend,8,1,,2,3,NO,0,0,6500,1300,650,4550,4.84,Saab,92x,2013,2,2015,2,1,0
45,38,IN,100/300,1000,1197.71,0,MALE,Masters,machine-op-inspct,not-in-family,105,2006,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,17,3,,2,0,,29000,0,78240,13040,13040,52160,65.32,Suburu,Legacy,2013,2,2015,2,4,0
136,29,OH,100/300,500,1203.24,0,FEMALE,JD,transport-moving,other-relative,58,2010,Vehicle Theft,,Minor Damage,Police,NY,Columbus,9,1,,2,0,,62500,-66900,6200,1240,620,4340,5.15,Honda,Accord,1999,16,2015,2,1,0
216,36,IN,500/1000,1000,1152.40,0,FEMALE,Associate,priv-house-serv,unmarried,266,1992,Parked Car,,Minor Damage,Police,VA,Springfield,0,1,YES,2,3,,39600,-82400,6160,560,1680,3920,5.35,Mercedes,E400,2014,1,2015,1,1,0
278,48,IN,500/1000,2000,1142.62,7000000,FEMALE,MD,farming-fishing,not-in-family,186,1999,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,12,1,,2,0,,0,-54000,76050,11700,11700,52650,66.56,Chevrolet,Silverado,1997,18,2015,1,4,0
295,48,OH,500/1000,1000,1332.07,0,FEMALE,MD,exec-managerial,unmarried,275,1992,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,20,2,NO,2,1,YES,49700,-59100,86060,13240,13240,59580,64.61,Volkswagen,Passat,2002,13,2015,1,4,0
112,30,OH,500/1000,1000,1166.54,0,FEMALE,Masters,prof-specialty,not-in-family,148,2002,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,3,1,YES,2,0,NO,47700,-59300,107900,10790,21580,75530,92.50,Dodge,Neon,1997,18,2015,1,3,1
122,34,IL,250/500,500,1495.06,0,FEMALE,Masters,prof-specialty,unmarried,137,2003,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,18,3,NO,2,0,YES,38100,-31400,99990,18180,18180,63630,66.88,Mercedes,E400,2011,4,2015,1,4,0
108,29,IN,500/1000,1000,1337.92,0,FEMALE,PhD,armed-forces,not-in-family,86,2007,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,4,3,NO,2,2,YES,71400,0,61380,11160,5580,44640,45.88,Suburu,Legacy,2012,3,2015,2,1,0
14,28,OH,250/500,2000,1587.96,0,FEMALE,Associate,craft-repair,unmarried,151,2002,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,18,1,,2,1,YES,0,-26900,71280,12960,12960,45360,44.89,Audi,A5,2012,3,2015,2,3,1
298,45,IL,500/1000,1000,1362.29,0,MALE,High School,farming-fishing,unmarried,271,1992,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,18,3,NO,0,0,NO,0,-51100,64000,12800,6400,44800,46.98,Saab,95,1999,16,2015,2,1,0
276,46,IL,250/500,500,1448.84,0,FEMALE,Masters,machine-op-inspct,husband,119,2005,Parked Car,,Trivial Damage,Police,SC,Hillsdale,7,1,,0,1,NO,0,-50000,5940,660,660,4620,4.10,Toyota,Highlander,2015,0,2015,2,2,0
47,37,IN,250/500,2000,1241.97,0,MALE,High School,other-service,not-in-family,82,2008,Parked Car,,Minor Damage,None,NY,Hillsdale,18,1,NO,1,0,NO,75400,0,6700,670,670,5360,5.39,Jeep,Wrangler,2011,4,2015,1,1,0
222,42,IL,250/500,500,1124.60,0,MALE,Associate,armed-forces,not-in-family,188,1999,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,23,3,YES,0,0,,0,0,51740,11940,7960,31840,46.01,Jeep,Wrangler,2006,9,2015,1,1,0
119,28,OH,250/500,2000,1079.92,0,MALE,High School,machine-op-inspct,husband,27,2012,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,1,1,,0,1,YES,88800,0,53600,6700,6700,40200,49.63,Volkswagen,Jetta,2007,8,2015,2,4,1
73,29,IL,250/500,1000,1447.78,0,MALE,College,protective-serv,wife,264,1993,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,15,3,YES,1,0,,35100,-59900,44910,4990,4990,34930,31.02,Dodge,Neon,2001,14,2015,1,4,0
8,31,IN,250/500,500,1229.16,4000000,FEMALE,MD,transport-moving,wife,144,2003,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,2,3,,0,2,YES,0,-88300,48100,11100,7400,29600,39.13,Volkswagen,Jetta,2014,1,2015,2,3,0
294,44,IL,100/300,1000,1226.49,0,FEMALE,PhD,farming-fishing,unmarried,294,1990,Vehicle Theft,,Trivial Damage,None,WV,Riverwood,3,1,NO,0,1,NO,53900,0,6100,610,1220,4270,4.97,Ford,Fusion,2002,13,2015,2,2,0
324,46,IN,100/300,2000,897.89,6000000,MALE,MD,tech-support,wife,58,2010,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,13,1,,1,0,YES,0,-41300,79600,15920,15920,47760,88.65,Jeep,Wrangler,2011,4,2015,1,1,0
155,34,IN,100/300,500,1706.79,0,MALE,Masters,protective-serv,other-relative,292,1990,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,1,1,NO,1,1,YES,0,0,77040,8560,8560,59920,45.14,Honda,Civic,1998,17,2015,1,1,0
261,45,IL,250/500,1000,1254.18,0,FEMALE,PhD,prof-specialty,other-relative,115,2005,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,16,1,YES,0,1,,0,-45100,62590,11380,11380,39830,49.91,Volkswagen,Jetta,2003,12,2015,1,1,0
245,40,IN,500/1000,500,885.08,0,FEMALE,Masters,armed-forces,other-relative,161,2001,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,0,1,YES,0,1,NO,27000,-58900,85150,13100,13100,58950,96.21,Chevrolet,Malibu,1998,17,2015,2,4,0
235,39,IL,100/300,500,1046.58,4000000,MALE,MD,tech-support,wife,48,2011,Vehicle Theft,,Trivial Damage,None,NY,Hillsdale,1,1,,2,1,NO,0,-31700,4950,450,900,3600,4.73,Chevrolet,Silverado,2010,5,2015,1,2,0
53,36,OH,500/1000,2000,1712.68,0,MALE,Associate,handlers-cleaners,not-in-family,137,2003,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,17,3,,2,0,YES,72200,0,51100,10220,5110,35770,29.84,Audi,A3,2006,9,2015,2,3,0
426,54,IL,500/1000,2000,1097.71,0,FEMALE,Masters,adm-clerical,not-in-family,207,1997,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,13,1,YES,2,3,,29600,-22300,100800,16800,16800,67200,91.83,Dodge,Neon,1997,18,2015,1,1,0
111,27,IN,250/500,500,1363.77,4000000,FEMALE,Masters,tech-support,husband,72,2009,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,12,1,YES,2,3,NO,51100,0,90970,16540,16540,57890,66.70,Accura,RSX,2009,6,2015,1,4,0
86,26,OH,100/300,500,1382.88,7000000,MALE,JD,tech-support,other-relative,195,1998,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,11,1,,1,1,YES,0,-30300,81840,14880,7440,59520,59.18,Chevrolet,Malibu,2011,4,2015,1,1,1
296,46,OH,100/300,1000,1141.35,7000000,MALE,Masters,craft-repair,not-in-family,263,1993,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,18,1,,0,2,NO,0,0,54900,5490,5490,43920,48.10,Mercedes,C300,2013,2,2015,1,3,0
125,35,OH,500/1000,500,1054.83,7000000,MALE,JD,tech-support,husband,223,1996,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,17,1,YES,2,3,NO,0,-51300,88660,8060,16120,64480,84.05,Mercedes,C300,2007,8,2015,2,4,1
177,34,IL,100/300,2000,1057.77,0,FEMALE,JD,tech-support,unmarried,25,2013,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,22,3,,1,1,NO,0,-57700,18000,2250,2250,13500,17.02,Audi,A3,2009,6,2015,2,4,0
238,39,IN,250/500,2000,1488.02,0,FEMALE,JD,protective-serv,other-relative,98,2006,Vehicle Theft,,Minor Damage,Police,NY,Northbrook,9,1,YES,1,3,YES,0,-39200,5500,1100,550,3850,3.70,Chevrolet,Tahoe,2010,5,2015,2,1,0
81,25,IN,100/300,500,920.30,5000000,FEMALE,High School,tech-support,own-child,12,2014,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,11,3,,1,0,,51000,-67900,73920,13440,6720,53760,80.32,Honda,Civic,2003,12,2015,2,3,1
128,28,OH,500/1000,1000,986.53,0,FEMALE,High School,adm-clerical,other-relative,87,2007,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,11,1,NO,0,2,YES,62700,0,101860,18520,18520,64820,103.25,Honda,CRV,2007,8,2015,2,4,0
449,57,OH,250/500,2000,1440.68,0,MALE,Associate,tech-support,own-child,190,1999,Parked Car,,Minor Damage,None,SC,Riverwood,8,1,YES,0,1,YES,25000,0,5390,980,980,3430,3.74,Volkswagen,Passat,2008,7,2015,2,1,0
252,39,IN,250/500,1000,1086.21,0,MALE,JD,farming-fishing,unmarried,108,2006,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,18,1,,1,2,,68500,-57500,50490,5610,5610,39270,46.48,Nissan,Maxima,2001,14,2015,2,1,0
